"Company Name","Company Site","Report Link","Report Year","Mean Hourly Gap","Median Hourly Gap","Mean Bonus Gap","Median Bonus Gap","Mean Hourly Gap Part Time","Median Hourly Gap Part Time","Mean Hourly Gap Part Temp","Median Hourly Gap Part Temp","Percentage Bonus Paid Female","Percentage Bonus Paid Male","Percentage BIK Paid Female","Percentage BIK Paid Male","Q1 Female","Q1 Men","Q2 Female","Q2 Male","Q3 Female","Q3 Male","Q4 Female","Q4 Male","Percentage Employees Female","Percentage Employees Male"
"SSP Ireland",https://www.foodtravelexperts.com/,https://www.foodtravelexperts.com/media/y1jnw44r/ireland-gender-pay-gap-report-2023.pdf,2023,3.2,-0.8,10.5,0,-1.8,-1.4,0,-0.2,4.5,3.3,0,0.6,48.9,51.1,45.3,54.7,48.3,51.7,46.8,53.2,,
"St John of God Hospital",https://stjohnofgodhospital.ie/,https://stjohnofgodhospital.ie/wp-content/uploads/2024/03/SJOG-Hospital-Clg_GPG-Report-30-June-23.pdf,2023,3.09,-17.64,,,-35.86,-45,4.64,-10.61,,,,,57,43,79,21,88,12,75,35,75,25
"St Patrick's Mental Health Services",https://www.stpatricks.ie/,https://www.stpatricks.ie/media/3762/gender-pay-gap-report-2023.pdf,2023,22.36,6.21,0,0,-35.6,-2.32,10.53,24.5,,,0.69,3.13,77.3,22.7,84.2,15.8,79.4,20.6,72.3,27.7,78.3,21.7
"St Vincent's Private Hospital",https://svph.ie/,https://svph.ie/about/news-events/gender-pay-report/,2023,1.84,-13.37,,,6.26,-34.5,20.36,4.41,,,,,66.46,33.54,80.19,19.81,91.22,8.78,73.9,26.1,,
"Stafford Bakeries",https://www.staffordbakeries.ie/,https://www.staffordbakeries.ie/wp-content/uploads/2023/12/Gender-Pay-Gap-Report-2023-on-headed-paper.pdf,2023,8.21,9.55,5.78,-70.94,,,,,8.18,20.28,1.89,2.76,49.47,50.53,62.37,37.63,40.43,59.57,17.02,82.98,57.71,42.29
"Standard Life",https://www.standardlife.ie/,https://www.standardlife.ie/dam/Global-blueprint/Geo-IE/Standardlife_IE/IE-PDFs/gender-pay-gap-report.pdf,2023,14,-6,36,7,32,30,,,88,89,,,52,48,46,54,65,35,39,61,50.36,49.64
"Standard Life Assets & Employee Services",https://www.standardlife.ie/,https://www.standardlife.ie/dam/Global-blueprint/Geo-IE/Standardlife_IE/IE-PDFs/gender-pay-gap-report.pdf,2023,7,-8,5,26,30,30,,,87,89,,,52,48,43,57,68,32,42,58,51.6,48.4
"State Street",https://www.statestreet.com/,https://www.statestreet.com/web/disclosures-and-disclaimers/ie/ireland-pay-gap-report-2023.pdf,2023,15,8.5,38,25.3,-48.3,-158,-50.6,-68.1,88.3,87.1,90.4,91.3,45.8,54.2,55.4,44.6,53.4,46.6,35,65,,
Stripe,https://stripe.com/en-ie,https://assets.ctfassets.net/fzn2n1nzq965/3dxPPcPNTrutteKYgNLErC/0ad35ed21cb923a734f3f8ba8d8c5cfb/Ireland_Gender_Pay_Gap_Report_2023.pdf,2023,-18.1,0.8,-49.5,10.1,,,,,99,99,100,100,42.4,57.6,47.3,52.7,40.2,59.8,47.3,52.7,,
Stryker,https://www.stryker.com/index.html,https://www.stryker.com/content/dam/stryker/about/our-locations/ireland/gender-pay-gap-report/2023/COMM-GSNPS-OTHD-866220%20110623%20Ireland%20gender%20pay%20gap.pdf,2023,12.1,11.8,17.4,15.6,-7.2,-4.4,6.7,5.8,90.8,93.7,87.8,85.8,49,51,41,59,38,72,25,75,36,64
"Suir Engineering",https://suireng.ie/,https://acrobat.adobe.com/link/review?uri=urn%3Aaaid%3Ascds%3AUS%3Ae8212f2c-ff0a-3ea0-80f3-b33a2a2f730b,2023,28.42,32.04,,,-100,-100,23,22,,,,,18,82,8,92,3,97,3,97,8,92
"Sulzer Pumps",https://www.sulzer.com/,https://www.sulzer.com/-/media/files/about-us/investors/governance/sulzer_gender_pay_gap_spirl_2023.pdf,2023,10.94,4.57,94.68,87.25,,,,,8.9,7.9,,,25,75,18.84,81.16,10.29,89.71,11.76,88.24,,
"Sun Life",https://www.sunlife.ie/en/,https://www.sunlife.ie/content/dam/sunlife/regional/ireland/documents/sun-life-gender-pay-gap-report-december-2023.pdf,2023,13,10,23,17,-39,-35,0,0,88,89,87,87,49,51,46,54,50,50,29,71,44,56
"Sustainable Energy Authority of Ireland (SEAI)",https://www.seai.ie/,https://www.seai.ie/publications/SEAI-Gender-Pay-Gap-Report.pdf,2023,8.46,11.56,,,,,-2.2,-2.45,,,,,49.02,50.98,64.71,35.29,54,46,45.1,54.9,53.2,46.8
"Sysco Ireland",https://syscoireland.com/,https://issuu.com/syscoireland/docs/sysco_ireland_pay_gap_report_f?ff,2023,4.8,13.7,-32.4,0,-13,-6.1,10.7,4.8,84.6,83.5,21,13,38,62,17,83,5,95,25,75,,
"Tailte Éireann (formerly Property Registration Authority)",https://www.tailte.ie/,https://www.tailte.ie/document-library/corporate-governance-documents/te-gender-pay-gap-report_2023.pdf,2023,2.52,-1.5,,,-11.38,-4.86,1.58,2.1,,,,,49,51,61,39,63,37,49,51,55,45
Takeda,https://www.takeda.com/,https://assets-dam.takeda.com/image/upload/v1702058551/legacy-dotcom/siteassets/en-ie/home/corporate-responsibility/Takeda_Ireland_Limited_Gender_Pay_Gap_report__December_2023.pdf,2023,6.8,6.3,9.3,-6.1,,,-2.2,-1.2,93.3,94.5,77.5,79.7,39,61,40,60,31,69,29,71,,
"Tallaght University Hospital",https://www.tuh.ie/,https://www.tuh.ie/About-us/TUH-Gender-Pay-Gap-Report-2023.pdf,2023,17,0,,,12,-10,19,22,,,,,69,31,80,20,81,19,67,33,74.5,25.5
"Tayto Snacks",https://taytosnacks.ie/,https://taytosnacks.ie/wp-content/uploads/2023/12/Tayto-Snacks-2023-Gender-Pay-Report.pdf,2023,8.68,4.05,35.2,16.56,0.44,-11.81,-84.46,-84.46,96.64,96.43,8.4,10.71,45.67,54.33,26.26,73.74,31.58,68.42,26.83,73.17,34.7,65.3
"TCS (Tata Consulting Services)",https://www.tcs.com/,https://www.tcs.com/who-we-are/worldwide/uk/tcs-ireland-gender-pay-gap-report,2023,6,7.4,2.3,9.9,-19.9,-1.5,-12.6,-13.7,91.5,97.2,86.8,80.2,45,55,31,69,33,67,31,69,36,64
Teagasc,https://www.teagasc.ie/,https://www.teagasc.ie/media/website/about/our-organisation/gender-and-equality/Gender-Pay-Gap_TeagascReport2023.pdf,2023,11,18,,,3,1,0.1,2,,,,,41,59,49,51,34,66,25,75,40,60
"Technological University Dublin",https://tudublin.ie/,https://www.tudublin.ie/media/website/explore/about-the-university/gender-pay-gap/Gender-Pay-Gap-Report-2023-FINALv1.pdf,2023,12.68,15.05,,,5.68,0,19.84,18.68,,,,,54.99,45.01,54.59,45.41,42.4,57.6,36.63,63.67,47,53
"Technological University of the Shannon (TUS)",https://tus.ie/,https://tus.ie/app/uploads/ProfessionalServices/EDI/TUS-Gender-Pay-Gap-Report-2023-Final.pdf,2023,9.7,9.7,,,18.2,13.4,-4.3,-6.6,,,,,57,43,58,42,51,49,44,56,52,48
Teleflex,https://www.teleflex.com/,https://www.teleflex.com/emea/en/compliance/compliance/MCI-2023-1391_Teleflex_Gender%20Pay%20Gap%20Report_Ireland_2023_V2_LR.pdf,2023,12.4,-11.2,41.7,-9.1,,,-12.2,-18.2,62.4,75.1,100,100,41.1,58.9,44.7,55.3,57.4,42.6,45.2,54.8,,
"TELUS International",https://www.telusinternational.com/,https://assets.ctfassets.net/3viuren4us1n/4JggYy77azrANZJApEwy2I/43573f84bb6b1bfc30b26ef5b68d89a4/Gender_Pay_Gap_doc.pdf,2023,10.1,-1.7,57.6,49.91,0,0,0,100,30.73,25.58,71.51,61.63,67.16,32.84,65.15,34.85,67.16,32.84,62.12,37.88,,
"Tesco Ireland",https://www.tesco.ie/,https://tescoireland.ie/media/vphhbyri/d14390-tesco-gender-pay-gap-2023-dec-23-13.pdf,2023,8.78,4.37,47.54,14.31,1.38,2.12,6.75,0.6,71.37,67.61,6.17,6.41,55,45,64,36,47,53,46,54,,
"Teva Pharmaceuticals",https://www.teva.ie/,https://www.teva.ie/globalassets/ireland-files---global/our-impact/gender-pay-gap-reprt---teva-pharmaceuticals-ireland-2023.pdf,2023,11.7,3.1,36,0.6,-13.2,-5.4,-2.1,-0.5,92,91,49,43,51,49,36,64,46,54,35,65,42,58
"The Coombe Hospital",https://www.coombe.ie/,https://static1.squarespace.com/static/5df2275ab592b63d2d87fd51/t/65c3a4fb1bb406135402a643/1707320572579/Gender+Pay+Gap+Report+2023.pdf,2023,20.12,-0.82,,,-3.84,-57.05,27.02,36.64,,,,,83.67,16.33,85.2,14.8,90.84,9.16,78.8,21.2,84.63,15.37
"The Defence Organisation: Civil Servant Employees",https://www.gov.ie/en/organisation/department-of-defence/,https://web.archive.org/web/20240124215800/https://assets.gov.ie/279815/8017892f-c56f-4cc6-ab2d-494044fbdd32.pdf,2023,12.12,11.07,,,-45.67,-35.42,-1.48,-1.48,,,,,65.66,34.34,78.57,21.43,74.49,25.51,52.53,47.47,67.77,32.23
"The Defence Organisation: Civilian Employees",https://www.gov.ie/en/organisation/department-of-defence/,https://web.archive.org/web/20240124215800/https://assets.gov.ie/279815/8017892f-c56f-4cc6-ab2d-494044fbdd32.pdf,2023,6.43,4.35,,,-8.42,-15.69,,,,,,,28.85,71.15,26.21,73.79,5.83,94.17,12.62,87.38,18.4,81.6
"The Defence Organisation: Defense Forces",https://www.gov.ie/en/organisation/department-of-defence/,https://web.archive.org/web/20240124215800/https://assets.gov.ie/279815/8017892f-c56f-4cc6-ab2d-494044fbdd32.pdf,2023,-2.56,-0.44,,,-32.82,-49.81,,,,,,,6.93,93.07,7.28,92.72,6.17,93.83,8.38,91.62,7.19,92.81
"The Environmental Protection Agency",https://www.epa.ie/,https://www.epa.ie/publications/corporate/careers/gender-pay-gap-report-2023-.pdf,2023,10.7,10.3,,,1.8,1.6,-13.1,-0.8,,,,,,,,,,,,,60,40
"The Irish Times",https://www.irishtimes.com/,https://irishtimes-pdfs.s3.eu-west-1.amazonaws.com/Gender+Pay+Gap+Reports/Gender-Pay-Gap-Report-2023.pdf,2023,4.24,8.15,-37.61,0,-45.15,-59.34,4.31,11.78,80.43,82.56,5.07,4.42,36,64,30,70,31,69,25,75,,
"The K Club",https://www.kclub.ie/,https://www.kclub.ie/cmsFiles/the_k_club_gender_pay_report_updated.pdf,2023,9.25,1.22,74.53,40,0.97,-0.31,-3.85,-7.04,3.13,2.73,0,0.34,45.08,54.92,43.51,56.49,52.27,47.73,32.58,67.42,43.33,56.67
"The Revenue Commissioners",https://www.revenue.ie/,https://www.revenue.ie/en/corporate/statutory-obligations/gender-pay-gap/documents/2023.pdf,2023,1.88,-1.16,,,-8.4,-2.44,5.41,1.84,,,0.05,0.03,60,40,61,39,69,31,55,45,,
"ThermoFisher Scientific",https://jobs.thermofisher.com/global/en/ireland,https://corporate.thermofisher.com/content/dam/tfcorpsite/documents/corporate-social-responsibility/Ireland%20Gender%20Pay%20Gap%20Report%202023.pdf,2023,33.6,35.4,18.1,24.6,-21.3,-22.7,41.8,63.5,86.9,95.8,87.6,94.7,52,48,40,60,10,90,5,95,27,73
"Three Ireland",https://www.three.ie/,https://www.three.ie/pdfs/legal/gender-pay-gap-report-2023.pdf,2023,26.5,27.5,51.3,30,-3,-0.2,-4.2,-7.7,93.7,95.9,70.9,75.4,56.3,43.7,60.6,39.4,45,54.9,29.7,70.3,,
TikTok,https://www.tiktok.com/en/,https://newsroom.tiktok.com/en-ie/ie-2023-gender-pay-gap-report,2023,2.6,-0.6,-2.9,-2.3,,,,,95.8,94.5,100,100,49,51,48.6,51.4,51.9,48.1,49.5,50.5,,
